name,short_description,long_description,description,age_rating,image_url,category,release_date,developer,developer_logo_url
Wolfenstein II: The New Colossus,Wolfenstein II: The New Colossus is the eleventh installment of the Wolfenstein series and a sequel to the 2014's Wolfenstein: The New Order,"Wolfenstein II: The New Colossus is the eleventh installment of the Wolfenstein series and a sequel to the 2014's Wolfenstein: The New Order. The game follows the main protagonist, William Joseph ""B.J."" Blazkowicz, in his efforts to ignite a Second American Revolution.

The game is played from a first-person perspective and most of its levels are navigated on foot. The story is arranged in chapters, which players complete in order to progress. A binary choice in the prologue alters the game's entire storyline; some characters and small plot points are replaced throughout the timelines. The game features a variety of weapons, most of which can be dual wielded. A cover system is also present.","Wolfenstein II: The New Colossus is the eleventh installment of the Wolfenstein series and a sequel to the 2014's Wolfenstein: The New Order. The game follows the main protagonist, William Joseph ""B.J."" Blazkowicz, in his efforts to ignite a Second American Revolution.

The game is played from a first-person perspective and most of its levels are navigated on foot. The story is arranged in chapters, which players complete in order to progress. A binary choice in the prologue alters the game's entire storyline; some characters and small plot points are replaced throughout the timelines. The game features a variety of weapons, most of which can be dual wielded. A cover system is also present.",11,//images.igdb.com/igdb/image/upload/t_thumb/co21c5.jpg,Shooter,1509062400.0,id Software,//images.igdb.com/igdb/image/upload/t_thumb/bzknbyeus9prunspvomm.jpg
Metro Exodus,"Metro Exodus is an epic, story-driven first person shooter from 4A Games that blends deadly combat and stealth with exploration and survival horror in one of the most immersive game worlds ever created","Metro Exodus is an epic, story-driven first person shooter from 4A Games that blends deadly combat and stealth with exploration and survival horror in one of the most immersive game worlds ever created. Explore the Russian wilderness across vast, non-linear levels and follow a thrilling story-line that spans an entire year through spring, summer and autumn to the depths of nuclear winter. Inspired by the novels of Dmitry Glukhovsky, Metro Exodus continues Artyom’s story in the greatest Metro adventure yet.","Metro Exodus is an epic, story-driven first person shooter from 4A Games that blends deadly combat and stealth with exploration and survival horror in one of the most immersive game worlds ever created. Explore the Russian wilderness across vast, non-linear levels and follow a thrilling story-line that spans an entire year through spring, summer and autumn to the depths of nuclear winter. Inspired by the novels of Dmitry Glukhovsky, Metro Exodus continues Artyom’s story in the greatest Metro adventure yet.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1iuj.jpg,Shooter,1550188800.0,4A Games,//images.igdb.com/igdb/image/upload/t_thumb/ybiajvyj4worduh1dbud.jpg
Dies Irae: Amantes Amentes,"Night after night, the same dream of a guillotine","Night after night, the same dream of a guillotine.
A headhunting serial killer.
And the ""knights"" in black who follow soon after.
Irrationality that defies the realm of common sense begins to assault and devour the city.
Those abnormalities are abominations that seek to destroy everything Ren has built up with a level of violence far surpassing that fight from two months before.
Unless Ren decides to change, he will die.
And if he does, he won’t be able to return to his old life.
In a world swiftly going mad, Ren Fujii alone crosses the boundary between the ordinary and the extraordinary.","Night after night, the same dream of a guillotine.
A headhunting serial killer.
And the ""knights"" in black who follow soon after.
Irrationality that defies the realm of common sense begins to assault and devour the city.
Those abnormalities are abominations that seek to destroy everything Ren has built up with a level of violence far surpassing that fight from two months before.
Unless Ren decides to change, he will die.
And if he does, he won’t be able to return to his old life.
In a world swiftly going mad, Ren Fujii alone crosses the boundary between the ordinary and the extraordinary.",16,//images.igdb.com/igdb/image/upload/t_thumb/co2uad.jpg,Adventure,1340841600.0,light,
Valfaris,"Set in a far corner of space, Valfaris is a heavy metal infused 2D action-platformer and the next game from the team behind Unity Awards finalist, Slain: Back From Hell","Set in a far corner of space, Valfaris is a heavy metal infused 2D action-platformer and the next game from the team behind Unity Awards finalist, Slain: Back From Hell. Brutal combat. Deadly enemies. Stunning pixel art. Savage soundtrack. Get ready to rip the galaxy a new wormhole.","Set in a far corner of space, Valfaris is a heavy metal infused 2D action-platformer and the next game from the team behind Unity Awards finalist, Slain: Back From Hell. Brutal combat. Deadly enemies. Stunning pixel art. Savage soundtrack. Get ready to rip the galaxy a new wormhole.",10,//images.igdb.com/igdb/image/upload/t_thumb/co1z4j.jpg,Shooter,1570579200.0,Steel Mantis,//images.igdb.com/igdb/image/upload/t_thumb/cl25c.jpg
Blonde Justice,"Behind the scenes of a strip club, one dancer faces death threats","Behind the scenes of a strip club, one dancer faces death threats. Is it a rival? An obsessed fan? An exciting blend of sex, intrigue and obsession.","Behind the scenes of a strip club, one dancer faces death threats. Is it a rival? An obsessed fan? An exciting blend of sex, intrigue and obsession.",12,//images.igdb.com/igdb/image/upload/t_thumb/veegt7zklf0f6rnce1y6.jpg,Adventure,772502400.0,Vivid Interactive,
Shadow of the Tomb Raider,Experience Lara Croft's defining moment,"Experience Lara Croft's defining moment.

As Lara Croft races to save the world from a Maya apocalypse, she must become the Tomb Raider she is destined to be.

Become the Tomb Raider","Experience Lara Croft's defining moment.

As Lara Croft races to save the world from a Maya apocalypse, she must become the Tomb Raider she is destined to be.

Become the Tomb Raider",5,//images.igdb.com/igdb/image/upload/t_thumb/co1vcn.jpg,Shooter,1536883200.0,Eidos Montréal,//images.igdb.com/igdb/image/upload/t_thumb/nerg9tzrqbhto8zf679t.jpg
BioShock Infinite: The Complete Edition,Welcome to the city of Columbia,"Welcome to the city of Columbia. Floating amongst the clouds, cruising far above sea level, this is a place unlike any you've ever seen. Please enjoy your voyage... 
 
The third game in the popular Bioshock series, BioShock Infinite breaks away from the underwater setting of the first two games to take players into a floating city held aloft by dirigibles. The game is set in 1912. You play as Booker DeWitt, a disgraced former private detective who's picked up a new case. Your goal is to find Elizabeth, a young woman who's gone missing and return her unharmed. The only problem is that she's being kept on this flying city. Columbia was once a symbol of America's success as a nation, floating around the world as a traveling World's Fair, a marvel of human innovation. But strange things have happened since Columbia's unveiling in 1900, and now the city has disappeared into the clouds. DeWitt knows how to find it, but over the years stories have been told about Columbia having unlawful heavy armament and deranged citizenry. Do not expect this to be a pleasure cruise.","Welcome to the city of Columbia. Floating amongst the clouds, cruising far above sea level, this is a place unlike any you've ever seen. Please enjoy your voyage... 
 
The third game in the popular Bioshock series, BioShock Infinite breaks away from the underwater setting of the first two games to take players into a floating city held aloft by dirigibles. The game is set in 1912. You play as Booker DeWitt, a disgraced former private detective who's picked up a new case. Your goal is to find Elizabeth, a young woman who's gone missing and return her unharmed. The only problem is that she's being kept on this flying city. Columbia was once a symbol of America's success as a nation, floating around the world as a traveling World's Fair, a marvel of human innovation. But strange things have happened since Columbia's unveiling in 1900, and now the city has disappeared into the clouds. DeWitt knows how to find it, but over the years stories have been told about Columbia having unlawful heavy armament and deranged citizenry. Do not expect this to be a pleasure cruise.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1ktl.jpg,Shooter,1417651200.0,Irrational Games,//images.igdb.com/igdb/image/upload/t_thumb/jkyv92av2ukweagfhrru.jpg
Toradora! Portable,Toradora! Portable is developed by Guyzware and published by Namco Bandai Games,"Toradora! Portable is developed by Guyzware and published by Namco Bandai Games.

The player assumes the role of Ryuuji Takasu where he moves around school and town, conversing with characters and working towards multiple endings as part of an original storyline.

The game also features a minigame where players play as Taiga, fending off lovesick guys.","Toradora! Portable is developed by Guyzware and published by Namco Bandai Games.

The player assumes the role of Ryuuji Takasu where he moves around school and town, conversing with characters and working towards multiple endings as part of an original storyline.

The game also features a minigame where players play as Taiga, fending off lovesick guys.",15,//images.igdb.com/igdb/image/upload/t_thumb/co2z77.jpg,Adventure,1241049600.0,guyzware,//images.igdb.com/igdb/image/upload/t_thumb/cl2dt.jpg
RICO,"RICO is an arcade-style, first-person shooter inspired by modern action cinema","RICO is an arcade-style, first-person shooter inspired by modern action cinema. In the game you and a friend play as a pair of loose-cannon police partners, given twenty-four hours to crack a case as part of an elite organised crime taskforce.

Planning is tactical rather than strategic, players must react in the moment to shootouts as they unfurl, with additional extra time to assess the situation if they are able to surprise their adversaries. Ammo and enemies are plentiful, and combat is punchy and impactful, supported by an extensive destruction system that ensures every shot looks and feels great.","RICO is an arcade-style, first-person shooter inspired by modern action cinema. In the game you and a friend play as a pair of loose-cannon police partners, given twenty-four hours to crack a case as part of an elite organised crime taskforce.

Planning is tactical rather than strategic, players must react in the moment to shootouts as they unfurl, with additional extra time to assess the situation if they are able to surprise their adversaries. Ammo and enemies are plentiful, and combat is punchy and impactful, supported by an extensive destruction system that ensures every shot looks and feels great.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1q4d.jpg,Shooter,1552348800.0,Rising Star Games,//images.igdb.com/igdb/image/upload/t_thumb/sgevbcby3wl49lis61cx.jpg
Chaos;Head Noah,Adventure game of psycho suspense touch that makes 'Delusion' key word,"Adventure game of psycho suspense touch that makes 'Delusion' key word. - Story advanced by two or more aspects centering on continuous bizarre murder event (The new generation's frenzy) that occurs in Shibuya. - Six heroines appear. In heroine's peculiar route, various ends and the mysteries","Adventure game of psycho suspense touch that makes 'Delusion' key word. - Story advanced by two or more aspects centering on continuous bizarre murder event (The new generation's frenzy) that occurs in Shibuya. - Six heroines appear. In heroine's peculiar route, various ends and the mysteries",17,//images.igdb.com/igdb/image/upload/t_thumb/co3gu4.jpg,Simulator,1235606400.0,5pb.,//images.igdb.com/igdb/image/upload/t_thumb/daqw6lgqxyw5pkv1bziw.jpg
Akiba's Trip,Explore the supernatural mysteries of Akihabara in AKIBA'S TRIP,"Explore the supernatural mysteries of Akihabara in AKIBA'S TRIP. A dark conspiracy plots to consume Japan's pop-culture mecca with an army of synthetic vampires. As a fugitive from their experiments, it's up to you to hunt these 'Synthisters' down, brawling with them in the streets and tearing off their clothes to roast them in the harsh light of day. Just remember, they can do the same to you! 
 
AKIBA'S TRIP features an authentic open-world recreation of Japan's famous Electric Town. Explore and enjoy the world's premiere destination for anime, games, manga and figurines, with over 100 real-life shops recreated for gamers around the world. 
 
Fight alongside your 'otaku' (obsessive nerd) friends, wielding everything from rolled-up posters to replica laserswords in a battle for dorky dominance. Four potential love interests await you, each with her own endgame. Experience a geek-savvy, playfully sexy adventure in AKIBA'S TRIP.","Explore the supernatural mysteries of Akihabara in AKIBA'S TRIP. A dark conspiracy plots to consume Japan's pop-culture mecca with an army of synthetic vampires. As a fugitive from their experiments, it's up to you to hunt these 'Synthisters' down, brawling with them in the streets and tearing off their clothes to roast them in the harsh light of day. Just remember, they can do the same to you! 
 
AKIBA'S TRIP features an authentic open-world recreation of Japan's famous Electric Town. Explore and enjoy the world's premiere destination for anime, games, manga and figurines, with over 100 real-life shops recreated for gamers around the world. 
 
Fight alongside your 'otaku' (obsessive nerd) friends, wielding everything from rolled-up posters to replica laserswords in a battle for dorky dominance. Four potential love interests await you, each with her own endgame. Experience a geek-savvy, playfully sexy adventure in AKIBA'S TRIP.",15,//images.igdb.com/igdb/image/upload/t_thumb/co2x7e.jpg,Fighting,1305763200.0,ACQUIRE Corp.,//images.igdb.com/igdb/image/upload/t_thumb/fsmeofn3v8gluqqiqh80.jpg
Advanced V.G. 2,Advanced Variable Geo 2 is one of several titles in the long-running all-girl fighting game series,"Advanced Variable Geo 2 is one of several titles in the long-running all-girl fighting game series. Using one of 12 characters, including nine returning from the previous title, the player can choose from a variety mode, including a standard arcade mode, a story mode, a 2-player versus mode, and a time attack mode. There is also a practice mode, a wide variety of game options, and play statistics tracking.","Advanced Variable Geo 2 is one of several titles in the long-running all-girl fighting game series. Using one of 12 characters, including nine returning from the previous title, the player can choose from a variety mode, including a standard arcade mode, a story mode, a 2-player versus mode, and a time attack mode. There is also a practice mode, a wide variety of game options, and play statistics tracking.",15,//images.igdb.com/igdb/image/upload/t_thumb/co4g6v.jpg,Fighting,906508800.0,"Technical Group Laboratory, Inc.",
Metal Gear Solid: Peace Walker - HD Edition,"Stories tell of a legendary soldier who, with Metal Gear in his command, had once waged war against the world","Stories tell of a legendary soldier who, with Metal Gear in his command, had once waged war against the world. His name was Naked Snake, a.k.a. Big Boss. Now, in response to a world hungry for answers, the truth behind this legend will finally be told.
Developed by legendary Hideo Kojima -- the mastermind behind the most successful video game tactical-espionage series of all time -- this game lets players take control of the famed Naked Snake at a critical junction in modern history. Advanced co-operative techniques allows multiple players to sneak into the fray and accomplish the mission together.","Stories tell of a legendary soldier who, with Metal Gear in his command, had once waged war against the world. His name was Naked Snake, a.k.a. Big Boss. Now, in response to a world hungry for answers, the truth behind this legend will finally be told.
Developed by legendary Hideo Kojima -- the mastermind behind the most successful video game tactical-espionage series of all time -- this game lets players take control of the famed Naked Snake at a critical junction in modern history. Advanced co-operative techniques allows multiple players to sneak into the fray and accomplish the mission together.",10,//images.igdb.com/igdb/image/upload/t_thumb/co1sr3.jpg,Shooter,1320710400.0,Konami,//images.igdb.com/igdb/image/upload/t_thumb/cl1dt.jpg
Brothers Conflict: Passion Pink,"After her mom re-married, Ema moved into the Asahina Family House and acquired eleven brothers","After her mom re-married, Ema moved into the Asahina Family House and acquired eleven brothers. Ema intended to live peacefully with them as a family, but the sudden appearance of a girl in an all male household causes discord. Going on with their lives, the brother's feelings for Ema change and the start of a same-roof forbidden romance begins.

In Brothers Conflict: Passion Pink, Ema has the option of romancing Masaomi, Kaname, Hikaru, Tsubaki, Subaru, Yusuke, and Fuuto.","After her mom re-married, Ema moved into the Asahina Family House and acquired eleven brothers. Ema intended to live peacefully with them as a family, but the sudden appearance of a girl in an all male household causes discord. Going on with their lives, the brother's feelings for Ema change and the start of a same-roof forbidden romance begins.

In Brothers Conflict: Passion Pink, Ema has the option of romancing Masaomi, Kaname, Hikaru, Tsubaki, Subaru, Yusuke, and Fuuto.",15,//images.igdb.com/igdb/image/upload/t_thumb/co3z9o.jpg,Strategy,1339891200.0,Otomate,
Brothers Conflict: Brilliant Blue,"After her mom re-married, Ema moved into the Asahina Family House and acquired eleven brothers","After her mom re-married, Ema moved into the Asahina Family House and acquired eleven brothers. Ema intended to live peacefully with them as a family, but the sudden appearance of a girl in an all male household causes discord. Going on with their lives, the brother's feelings for Ema change and the start of a same roof forbidden romance begins.

In Brothers Conflict: Brilliant Blue, Ema has the option of romancing Ukyo, Azusa, Natsume, Louis, Iori, and Wataru.","After her mom re-married, Ema moved into the Asahina Family House and acquired eleven brothers. Ema intended to live peacefully with them as a family, but the sudden appearance of a girl in an all male household causes discord. Going on with their lives, the brother's feelings for Ema change and the start of a same roof forbidden romance begins.

In Brothers Conflict: Brilliant Blue, Ema has the option of romancing Ukyo, Azusa, Natsume, Louis, Iori, and Wataru.",15,//images.igdb.com/igdb/image/upload/t_thumb/co3z9t.jpg,Strategy,1381536000.0,Idea Factory,//images.igdb.com/igdb/image/upload/t_thumb/rchxspxg2ifa1vzydksg.jpg
OMSI: The Bus Simulator,"Operate a double-decker bus to transport your passengers in late 1980s West Berlin, Germany","Operate a double-decker bus to transport your passengers in late 1980s West Berlin, Germany. Only containing double-decker buses made in various years and each of them having a complex set of functions, you'll have the realistic experience of driving a bus like no other.","Operate a double-decker bus to transport your passengers in late 1980s West Berlin, Germany. Only containing double-decker buses made in various years and each of them having a complex set of functions, you'll have the realistic experience of driving a bus like no other.",18,//images.igdb.com/igdb/image/upload/t_thumb/co2qvw.jpg,Racing,1297382400.0,,
Terminator 3: War of the Machines,The inevitable battle between man and machine has begun,"The inevitable battle between man and machine has begun. War ravages the land as hardened Tech-Com fighters defend John Connor and others against the mechanized onslaught of the CRS force. This epic conflict, recreated from the Terminator films, places you at the very center of the uprising.

Throughout high-powered multiplayer and single-player missions, combatants fight in apocalyptic landscapes--a decimated downtown Los Angeles, a battered ocean harbor, and devastated highways--struggling for survival. Only the strongest will avert catastrophe and save human existence.","The inevitable battle between man and machine has begun. War ravages the land as hardened Tech-Com fighters defend John Connor and others against the mechanized onslaught of the CRS force. This epic conflict, recreated from the Terminator films, places you at the very center of the uprising.

Throughout high-powered multiplayer and single-player missions, combatants fight in apocalyptic landscapes--a decimated downtown Los Angeles, a battered ocean harbor, and devastated highways--struggling for survival. Only the strongest will avert catastrophe and save human existence.",10,//images.igdb.com/igdb/image/upload/t_thumb/co4eb3.jpg,Shooter,1069977600.0,Clever's Games,
Metro: Last Light Redux,"Metro: Last Light Redux is the definitive version of the critically acclaimed ‘Metro: Last Light’, rebuilt in the latest and greatest iteration of the 4A Engine for Next Gen","Metro: Last Light Redux is the definitive version of the critically acclaimed ‘Metro: Last Light’, rebuilt in the latest and greatest iteration of the 4A Engine for Next Gen. Newcomers will get the chance to experience one of the finest story-driven shooters of all time; an epic adventure combining gripping survival horror, exploration and tactical combat and stealth.

This definitive version also includes all previously released DLC, adding 10 hours of bonus single-player content to the huge solo campaign. Fans of the original game will notice new features and gameplay improvements, including new melee animations, the ability to check your watch and ammo supplies on the fly, and new full-body player animations.

And those who favoured the more survival-horror oriented gameplay of the cult prequel ‘Metro 2033’ will find a new way to experience the campaign thanks to the introduction of two unique Play Styles – Survival and Spartan. The former transforms Last light from a more action-oriented stealth combat experience to a fraught, slow burn fight for survival. With the legendary Ranger Mode included to offer an extra layer of challenge and immersion, Metro: Last Light Redux offers hours of AAA gameplay for an incredible price.","Metro: Last Light Redux is the definitive version of the critically acclaimed ‘Metro: Last Light’, rebuilt in the latest and greatest iteration of the 4A Engine for Next Gen. Newcomers will get the chance to experience one of the finest story-driven shooters of all time; an epic adventure combining gripping survival horror, exploration and tactical combat and stealth.

This definitive version also includes all previously released DLC, adding 10 hours of bonus single-player content to the huge solo campaign. Fans of the original game will notice new features and gameplay improvements, including new melee animations, the ability to check your watch and ammo supplies on the fly, and new full-body player animations.

And those who favoured the more survival-horror oriented gameplay of the cult prequel ‘Metro 2033’ will find a new way to experience the campaign thanks to the introduction of two unique Play Styles – Survival and Spartan. The former transforms Last light from a more action-oriented stealth combat experience to a fraught, slow burn fight for survival. With the legendary Ranger Mode included to offer an extra layer of challenge and immersion, Metro: Last Light Redux offers hours of AAA gameplay for an incredible price.",11,//images.igdb.com/igdb/image/upload/t_thumb/co20bk.jpg,Shooter,1409011200.0,,
Seduce Me,Seduce Me is an erotic strategy game,"Seduce Me is an erotic strategy game. It uses card game and RPG inspired mechanics to evoke a story involving you and the attractive game characters. 
 
Having chanced upon an invite to a wealthy socialite's holiday home, you find yourself in the Mediterranean exploring a luxury mansion by the sea and meeting an array of characters. From Pietra's flirtatious maid Esper, to the sexually aggressive divorcee, Cecelia, you'll find yourself surrounded by temptation. Be careful how you act, the world reacts.","Seduce Me is an erotic strategy game. It uses card game and RPG inspired mechanics to evoke a story involving you and the attractive game characters. 
 
Having chanced upon an invite to a wealthy socialite's holiday home, you find yourself in the Mediterranean exploring a luxury mansion by the sea and meeting an array of characters. From Pietra's flirtatious maid Esper, to the sexually aggressive divorcee, Cecelia, you'll find yourself surrounded by temptation. Be careful how you act, the world reacts.",12,//images.igdb.com/igdb/image/upload/t_thumb/h0tjhncmrjuuhuadydbp.jpg,Strategy,1357084800.0,No Reply Games,
Yoshi's Woolly World: Special Edition,A bundle containing the Yoshi's Woolly World game and a Green Yarn Yoshi amiibo,A bundle containing the Yoshi's Woolly World game and a Green Yarn Yoshi amiibo.,A bundle containing the Yoshi's Woolly World game and a Green Yarn Yoshi amiibo.,8,//images.igdb.com/igdb/image/upload/t_thumb/co43v7.jpg,Platform,1435190400.0,,
Vandal Hearts: Flames of Judgment,"A new entry in the Vandal Hearts series, Flames of Judgement follows the story of young orphan Tobias Martin as he bands together with his schoolmates to help defend his homeland against a rival kingdom","A new entry in the Vandal Hearts series, Flames of Judgement follows the story of young orphan Tobias Martin as he bands together with his schoolmates to help defend his homeland against a rival kingdom. The story acts as a prequel to the original Vandal Hearts. 
 
The series' trademark isometric combat returns, now presented in 3-D with 3-D character models. Players attempt to position themselves tactically to gain an advantage over stronger (or more numerous) foes. Combat takes place in turns, with each side moving one character per turn. Each party member can carry two weapons and switch between them without using up a ""turn,"" allowing them to shift quickly from a sword to a long-range bow, for example. Characters gain levels through successful battles, and increase skills with a particular weapon or spell by using that weapon or spell in combat. 
 
Many engagements expand beyond simple combat by introducing some sort of puzzle element, ranging from pushing boulders to protecting characters from attackers. Missions may also radically update their goals as progress is made. In addition to the standard game, there are also multiple endings and multiple ""secret maps"" unlocked across the regular levels.","A new entry in the Vandal Hearts series, Flames of Judgement follows the story of young orphan Tobias Martin as he bands together with his schoolmates to help defend his homeland against a rival kingdom. The story acts as a prequel to the original Vandal Hearts. 
 
The series' trademark isometric combat returns, now presented in 3-D with 3-D character models. Players attempt to position themselves tactically to gain an advantage over stronger (or more numerous) foes. Combat takes place in turns, with each side moving one character per turn. Each party member can carry two weapons and switch between them without using up a ""turn,"" allowing them to shift quickly from a sword to a long-range bow, for example. Characters gain levels through successful battles, and increase skills with a particular weapon or spell by using that weapon or spell in combat. 
 
Many engagements expand beyond simple combat by introducing some sort of puzzle element, ranging from pushing boulders to protecting characters from attackers. Missions may also radically update their goals as progress is made. In addition to the standard game, there are also multiple endings and multiple ""secret maps"" unlocked across the regular levels.",15,//images.igdb.com/igdb/image/upload/t_thumb/co2jkw.jpg,Role-playing (RPG),1263945600.0,Hijinx Studios,
Aokana: Four Rhythm Across the Blue,"In a world where flying through the sky is as simple as riding a bicycle, the sport ""Flying Circus"" is all the rage","In a world where flying through the sky is as simple as riding a bicycle, the sport ""Flying Circus"" is all the rage. Following the discovery of anti-gravitons, special shoes that allow an individual to fly, Anti-Graviton Shoes, took the world by storm.","In a world where flying through the sky is as simple as riding a bicycle, the sport ""Flying Circus"" is all the rage. Following the discovery of anti-gravitons, special shoes that allow an individual to fly, Anti-Graviton Shoes, took the world by storm.",4,//images.igdb.com/igdb/image/upload/t_thumb/co2t16.jpg,Adventure,1452211200.0,sprite,//images.igdb.com/igdb/image/upload/t_thumb/cl2fb.jpg
The Good Life,"Enjoy everyday life while solving a murder mystery in Rainy Woods - known as the ""happiest town in the world"" - in this all-new ""Debt Repayment RPG""!","Enjoy everyday life while solving a murder mystery in Rainy Woods - known as the ""happiest town in the world"" - in this all-new ""Debt Repayment RPG""!","Enjoy everyday life while solving a murder mystery in Rainy Woods - known as the ""happiest town in the world"" - in this all-new ""Debt Repayment RPG""!",10,//images.igdb.com/igdb/image/upload/t_thumb/co4190.jpg,Role-playing (RPG),1634169600.0,White Owls Inc.,//images.igdb.com/igdb/image/upload/t_thumb/we9nym06hmmmyee31rpb.jpg
Baldr Sky: Zero 2,Baldr Sky: Zero 2 is the second part of the prequel duology to Baldr Sky,Baldr Sky: Zero 2 is the second part of the prequel duology to Baldr Sky. It's a cyberpunk action game.,Baldr Sky: Zero 2 is the second part of the prequel duology to Baldr Sky. It's a cyberpunk action game.,17,//images.igdb.com/igdb/image/upload/t_thumb/co48sq.jpg,Hack and slash/Beat 'em up,1395964800.0,Giga,
"Baldr Sky ""Zero""","Baldr Sky ""Zero"" is a cyberpunk action game","Baldr Sky ""Zero"" is a cyberpunk action game. It is the first of two prequels to Baldr Sky.","Baldr Sky ""Zero"" is a cyberpunk action game. It is the first of two prequels to Baldr Sky.",17,//images.igdb.com/igdb/image/upload/t_thumb/co48sp.jpg,Hack and slash/Beat 'em up,1380240000.0,Giga,
Final Fantasy XV: Windows Edition,"Get ready to be at the centre of the ultimate fantasy adventure, now for Windows PC","Get ready to be at the centre of the ultimate fantasy adventure, now for Windows PC.  
  
Joined by your closest friends on the roadtrip of a lifetime through a breathtaking open world, witness stunning landscapes and encounter larger-than-life beasts on your journey to reclaim your homeland from an unimaginable foe.  
  
In an action-packed battle system, channel the power of your ancestors to warp effortlessly through the air in thrilling combat, and together with your comrades, master the skills of weaponry, magic and team-based attacks.  
  
Now realised with the power of cutting-edge technology for Windows PCs, including support for high-resolution displays and HDR10, the beautiful and carefully-crafted experience of FINAL FANTASY XV can be explored like never before.","Get ready to be at the centre of the ultimate fantasy adventure, now for Windows PC.  
  
Joined by your closest friends on the roadtrip of a lifetime through a breathtaking open world, witness stunning landscapes and encounter larger-than-life beasts on your journey to reclaim your homeland from an unimaginable foe.  
  
In an action-packed battle system, channel the power of your ancestors to warp effortlessly through the air in thrilling combat, and together with your comrades, master the skills of weaponry, magic and team-based attacks.  
  
Now realised with the power of cutting-edge technology for Windows PCs, including support for high-resolution displays and HDR10, the beautiful and carefully-crafted experience of FINAL FANTASY XV can be explored like never before.",10,//images.igdb.com/igdb/image/upload/t_thumb/co205r.jpg,Role-playing (RPG),1520294400.0,Square Enix,//images.igdb.com/igdb/image/upload/t_thumb/yqsot4fytthxblnyvcia.jpg
Fate/Extella Link,"A sequel to Fate/Extella, which in turn is a spin-off to the larger Fate multi-media franchise","A sequel to Fate/Extella, which in turn is a spin-off to the larger Fate multi-media franchise","A sequel to Fate/Extella, which in turn is a spin-off to the larger Fate multi-media franchise",10,//images.igdb.com/igdb/image/upload/t_thumb/co27qd.jpg,Hack and slash/Beat 'em up,1528329600.0,XSEED Games,//images.igdb.com/igdb/image/upload/t_thumb/n4aouhsvfevo3jppxmyu.jpg
Pikuniku,Pikuniku is an absurdly wonderful puzzle-exploration game that takes place in a strange but playful world where not everything is as happy as it seems,"Pikuniku is an absurdly wonderful puzzle-exploration game that takes place in a strange but playful world where not everything is as happy as it seems. Help peculiar characters overcome struggles, uncover a deep state conspiracy, and start a fun little revolution in this delightful dystopian adventure!","Pikuniku is an absurdly wonderful puzzle-exploration game that takes place in a strange but playful world where not everything is as happy as it seems. Help peculiar characters overcome struggles, uncover a deep state conspiracy, and start a fun little revolution in this delightful dystopian adventure!",8,//images.igdb.com/igdb/image/upload/t_thumb/co2gb6.jpg,Platform,1548288000.0,Devolver Digital,//images.igdb.com/igdb/image/upload/t_thumb/cl1n4.jpg
Dragon: Marked for Death,Dragon Marked For Death is a side-scrolling 2D action RPG that can played solo or with up to four players in local or online multiplayer,"Dragon Marked For Death is a side-scrolling 2D action RPG that can played solo or with up to four players in local or online multiplayer.

Use your newly acquired powers to take on quests from villagers and raise your status in the kingdom. How you perform in these quests can have a direct effect on the game's final outcome. Choose from four playable characters (Empress, Warrior, Shinobi, or Witch) and defeat your enemies to gain experience and level up. You'll receive points as you level up that can increase your attack power, defense, agility, and other parameters. Customize your character in a way that best suits your individual playstyle!","Dragon Marked For Death is a side-scrolling 2D action RPG that can played solo or with up to four players in local or online multiplayer.

Use your newly acquired powers to take on quests from villagers and raise your status in the kingdom. How you perform in these quests can have a direct effect on the game's final outcome. Choose from four playable characters (Empress, Warrior, Shinobi, or Witch) and defeat your enemies to gain experience and level up. You'll receive points as you level up that can increase your attack power, defense, agility, and other parameters. Customize your character in a way that best suits your individual playstyle!",10,//images.igdb.com/igdb/image/upload/t_thumb/co1r6a.jpg,Role-playing (RPG),1548892800.0,Inti Creates,//images.igdb.com/igdb/image/upload/t_thumb/cl2b4.jpg
